UID,UNIQUE_ID,SITE_ID,VISIT_NO,YEAR,PSTL_CODE,AG_ECO9,AG_ECO3,EPA_REG,MAJ_BASIN,MAJ_BAS_NM,MISS_BASIN,HUC2,HUC2_NM,LAT_DD83,LON_DD83,FRAME07,FRAME12,FRAME17,AREA_CAT6,SITETYPE,LAKE_ORGN,TNT_CAT,URBN_NLA17,URBN_NLA07,WGT_TP,XCOORD,YCOORD,ACID_COND,DIS_O2_CLS,PTL_COND,NTL_COND,CHLA_COND,TROPHIC_STATE,ATZ_EPA_COND_3.4,ATZ_DETECT,CYLSPER_EPA_COND,CYLSPER_DETECT,MICX_EPA_COND,MICX_DETECT,ECOLI_EPA_COND,ECOLI_DETECT,BENT_MMI_COND_2017,ZOOP_MMI_COND_2017,DRAWDOWN_COND_2CAT_2017,LITRIPCVR_COND,LITCVR_COND,RVEG_COND,RDIS_COND,NLA_SCI_STATUS,ANC_RESULT,DOC_RESULT,SULFATE_RESULT,ANC_MDL,DOC_MDL,SULFATE_MDL,ANC_NARS_FLAG,DOC_NARS_FLAG,SULFATE_NARS_FLAG,NTL_RESULT,NTL_MDL,NTL_NARS_FLAG,PTL_RESULT,PTL_MDL,PTL_NARS_FLAG,CHLA_RESULT,CHLA_MDL,CHLA_NARS_FLAG,CYLSPER_RESULT,CYLSPER_MDL,CYLSPER_NARS_FLAG,MICX_RESULT,MICX_MDL,MICX_NARS_FLAG,ATRAZINE_RESULT,ATRAZINE_MDL,ATRAZINE_NARS_FLAG,DO_SURF,MMI_ZOOP_2017,MMI_BENT,BFXHORIZDIST_DD,BFXVERTHEIGHT_DD,LitCvrQc3OE,LitRipCvrQc3OE,RDis_IX,RVegQc3OE,B_G_DENS,MEAN_METAL_PEC_Q,MEAN_PEC_Q,TOTAL_PAH13_PEC_Q,E_COLI_NARS_FLAG,E_COLI_PRESENT,E_COLI_RESULT,PUBLICATION_DATE
2010809,NLA_MI-10184,NLA17_MI-10092,1,2017,MI,UMW,PLNLOW,Region_05,H04,Great Lakes Region,NOT_MISSISSIPPI_BASIN,H04,Great Lakes Region,45.63683,-84.77026,Include,Include,Include,"(4,10]",PROB,NATURAL,Target,Non-Urban,Non-Urban,81.74084302,873861.0503,961435.3547,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Fair,Fair,Not Large,Good,Good,Good,Good,Moderately Disturbed,3823.27,14.26,0.672,NA,0.008,0.001,NA,NA,NA,0.693,0.003,NA,16.705,1.2,NA,5.45,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,5.69,55.7,46.5,0,NA,2.181090648,1.4781957,0.165384615,1.19978284,19376,0.312683262,0.180831763,0.048980263,NA,P,36.4,6/3/2022
2010810,NLA_MN-10065,NLA17_MN-10009,1,2017,MN,UMW,PLNLOW,Region_05,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,H07,Upper Mississippi Region,44.9994,-94.33311,Include,Include,Include,>50,PROB,NATURAL,Target,Non-Urban,Non-Urban,143.5899202,131250.6588,840018.7757,Good,High (>=5 ppm),Poor,Fair,Poor,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Poor,Good,Not Large,Poor,Fair,Fair,Poor,Least Disturbed,3460.48,8.19,6.349,NA,0.008,0.001,NA,NA,NA,0.903,0.003,NA,41.77,1.2,NA,21,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.04,0.03,L,8.123333333,71.62,16.3,0,NA,0.702026596,0.57596315,0.796907216,0.545355836,177760,0.178258817,0.093709452,0.009160088,NA,P,45.7,6/3/2022
2010811,NLA_MN-10180,NLA17_MN-10188,1,2017,MN,UMW,PLNLOW,Region_05,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,H07,Upper Mississippi Region,44.78814,-93.91278,Include,Include,Include,"(10,20]",PROB,NATURAL,Target,Urban,Urban,120.3466091,164858.9982,817163.7532,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,Fair,Good,Not Large,Good,Good,Good,Fair,Least Disturbed,2724.69,13.55,0.32,NA,0.008,0.001,NA,NA,NA,3.2,0.003,NA,251.775,1.2,NA,165.2,0.39,NA,0.057,0.05,L,0.424,0.1,NA,0.03,0.03,L,9.623333333,90.43,37.6,0,NA,1.805871961,1.803752714,0.391269841,1.914776468,1551770,0.09836171,0.066413311,0.034464912,NA,P,4.1,6/3/2022
2010812,NLA_WV-10035,NLA17_WV-10017,1,2017,WV,SAP,EHIGH,Region_03,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,H05,Ohio Region,38.42877,-82.25327,Exclude,Exclude,Include,"(1,4]",PROB,MAN_MADE,Target,Urban,Urban,313.3333904,1184615.504,189925.4046,Good,High (>=5 ppm),Good,Fair,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Poor,Not Large,Good,Good,Fair,Fair,Moderately Disturbed,1323.56,4.34,10.535,NA,0.008,0.001,NA,NA,NA,0.343,0.003,NA,15.06125,1.2,NA,5.11,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.03,0.03,L,6,56.95,65.1,0,0,1.536322932,1.220390514,0.527777778,0.817262552,73570,0.378981003,0.198817256,0.018653509,H,P,3.1,6/3/2022
2010813,NLA_NV-10054,NLA17_NV-10005,1,2017,NV,XER,WMTNS,Region_09,H16,Great Basin Region,NOT_MISSISSIPPI_BASIN,H16,Great Basin Region,40.0481,-119.5655,Include,Include,Include,>50,PROB,NATURAL,Target,Non-Urban,Non-Urban,1.782968737,-1972477.721,531400.4582,Good,High (>=5 ppm),Fair,Good,Good,Oligotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Not Assessed,Good,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,18596.25,11.46,253.627,NA,0.008,0.001,NA,NA,NA,0.574,0.003,NA,67.92875,1.2,NA,1.43,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,7.35,61.88,NA,NA,NA,NA,NA,NA,NA,164830.6,NA,NA,NA,ND,A,NA,6/3/2022
2010814,NLA_OR-10222,NLA17_OR-10128,2,2017,OR,WMT,WMTNS,Region_10,H17,Pacific Northwest Region,NOT_MISSISSIPPI_BASIN,H17,Pacific Northwest Region,45.70816,-122.8156,Exclude,Exclude,Include,"(1,4]",PROB,NATURAL,Target,Urban,Urban,0,-2061713.681,1210492.054,Good,High (>=5 ppm),Fair,Poor,Poor,Eutrophic,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Good,Fair,Large,Poor,Fair,Poor,Fair,Not Assessed,1059.046,3.82,2.8,19.982,1,0.2,NA,NA,NA,0.6625,0.205,NA,40,10,NA,8.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,53.68,55.2,7.91,3.3,0.622930792,0.424800747,0.437769665,0.332811651,NA,NA,NA,NA,NA,NA,NA,6/3/2022
2010815,NLA_OR-10226,NLA17_OR-10132,1,2017,OR,WMT,WMTNS,Region_10,H17,Pacific Northwest Region,NOT_MISSISSIPPI_BASIN,H17,Pacific Northwest Region,45.48935,-121.8217,Exclude,Include,Include,>50,PROB,NATURAL,Target,Non-Urban,Non-Urban,24.28830138,-1993750.42,1165898.356,Good,High (>=5 ppm),Good,Good,Good,Oligotrophic,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Good,Good,Not Large,Good,Good,Good,Fair,Not Assessed,99.91,1.41,0.26,19.982,1,0.2,NA,NA,NA,NA,0.205,ND,NA,10,ND,0.2,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,74.3,66.9,0,0,1.97917765,1.397954075,0.3375,1.268575284,NA,NA,NA,NA,ND,NA,NA,6/3/2022
2010816,NLA_NY-10014,NLA17_NY-10001,1,2017,NY,NAP,EHIGH,Region_02,H04,Great Lakes Region,NOT_MISSISSIPPI_BASIN,H04,Great Lakes Region,42.49864,-77.12653,Include,Include,Include,>50,PROB,NATURAL,Target,Urban,Urban,164.2475191,1531461.583,712463.0198,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Poor,Good,Not Large,Poor,Fair,Poor,Poor,Not Assessed,1743.86,2.97,18.897,NA,0.008,0.001,NA,NA,NA,0.249,0.003,NA,6.58625,1.2,NA,2.77,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.05,0.03,NA,9,93.15,15.8,0,NA,0.375854846,0.42419983,0.852912621,0.542408973,66511,NA,NA,NA,H;ND,A,NA,6/3/2022
2010817,NLA_NY-10036,NLA17_NY-10007,1,2017,NY,NAP,EHIGH,Region_02,H02,Mid Atlantic Region,NOT_MISSISSIPPI_BASIN,H02,Mid-Atlantic Region,41.38004,-74.03007,Include,Include,Include,"(10,20]",PROB,NATURAL,Target,Urban,Urban,423.9155469,1807222.872,644585.9701,Good,Moderate (>3 - <5 ppm),Fair,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Poor,Not Large,Good,Good,Good,Good,Moderately Disturbed,187.51,3.51,2.542,NA,0.008,0.001,NA,NA,NA,0.363,0.003,NA,16.48125,1.2,NA,3.03,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,4.08,54.27,50.2,0,NA,1.431410538,1.201185598,0.154761905,1.280824556,34704,0.538782647,0.315174218,0.091565789,ND,A,NA,6/3/2022
2010818,NLA_TN-10055,NLA17_TN-10022,1,2017,TN,SAP,EHIGH,Region_04,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,H06,Tennessee Region,35.40267,-86.83965,Include,Include,Include,"(10,20]",PROB,MAN_MADE,Target,Urban,Urban,67.3926871,823548.7161,-195201.5954,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Poor,Fair,Not Large,Poor,Fair,Poor,Poor,Moderately Disturbed,1268.74,5.6,2.814,NA,0.008,0.001,NA,NA,NA,1.465,0.003,NA,107.77875,1.2,NA,60.32,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,5.3,73.48,16.5,0,0,0.420726584,0.49759153,0.825,0.597321389,1065776,0.232945039,0.117745546,0.002546053,NA,P,1,6/3/2022
2010819,NLA_NY-10043,NLA17_NY-10018,1,2017,NY,SAP,EHIGH,Region_02,H02,Mid Atlantic Region,NOT_MISSISSIPPI_BASIN,H02,Mid-Atlantic Region,41.58713,-74.38424,Exclude,Exclude,Include,"(1,4]",PROB,MAN_MADE,Target,Urban,Urban,3217.672363,1773370.894,660485.6601,Good,High (>=5 ppm),Poor,Poor,Poor,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Fair,Fair,Not Large,Good,Good,Fair,Fair,Moderately Disturbed,866.74,4.34,5.741,NA,0.008,0.001,NA,NA,NA,0.56,0.003,NA,71.28875,1.2,NA,24.4,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.166666667,63,35.7,0,NA,1.366681103,0.847861603,0.72654321,0.764554608,36030.2,0.306489937,0.174510319,0.042530702,NA,P,80.9,6/3/2022
2010820,NLA_MT-10191,NLA17_MT-10030,1,2017,MT,WMT,WMTNS,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,48.90706,-113.3258,Include,Include,Include,"(1,4]",PROB,NATURAL,Target,Non-Urban,Non-Urban,220.5036333,-1278366.907,1388081.048,Good,High (>=5 ppm),Poor,Poor,Poor,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,Fair,Fair,Not Large,Fair,Poor,Good,Poor,Least Disturbed,2708.98,17.73,0.011,NA,0.008,0.001,NA,NA,L,1.975,0.003,NA,65.675,1.2,NA,17.47,0.39,NA,NA,0.05,ND,0.943,0.1,NA,NA,0.03,ND,7.4,58.58,40.3,3.9,0.3,0.098922949,0.652937983,0.917355372,1.019793044,63100,0.169891384,0.086116964,0.002342544,H,P,12.1,6/3/2022
2010821,NLA_NY-10018,NLA17_NY-HP001,1,2017,NY,NAP,EHIGH,Region_02,H04,Great Lakes Region,NOT_MISSISSIPPI_BASIN,H04,Great Lakes Region,43.4546224,-73.5900746,Include,Include,Include,"(10,20]",HAND,NATURAL,Target,Non-Urban,Non-Urban,0,1788563.156,878548.4021,Good,High (>=5 ppm),Good,Good,Good,Oligotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Good,Good,Good,Good,Moderately Disturbed,289.46,3.19,3.048,NA,0.008,0.001,NA,NA,NA,0.183,0.003,NA,5.03,1.2,NA,1.56,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.6,82.85,86.3,0,NA,1.11101287,1.465436337,0.023809524,1.733915003,7382,0.614804774,0.347862914,0.080921053,H;ND,A,NA,6/3/2022
2010822,NLA_WY-10080,NLA17_WY-10009,1,2017,WY,WMT,WMTNS,Region_08,H14_15,Upper Colorado-Lower Colorado Region,NOT_MISSISSIPPI_BASIN,H14,Upper Colorado Region,42.70723,-109.1734,Include,Include,Include,"(20,50]",PROB,NATURAL,Target,Non-Urban,Non-Urban,31.33074219,-1069332.293,657437.1416,Good,High (>=5 ppm),Good,Good,Fair,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Good,Good,Good,Good,Not Assessed,110.67,0.5,1.08,NA,0.008,0.001,S,S,S,0.08,0.003,S,6.28375,1.2,S,2.55,0.39,S,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.5,76.3,50.2,0.49,0.4,1.807391666,1.036228277,0,0.851105566,15380,NA,NA,NA,H;ND,A,NA,6/3/2022
2010823,NLA_WY-10042,NLA17_WY-10020,1,2017,WY,XER,WMTNS,Region_08,H14_15,Upper Colorado-Lower Colorado Region,NOT_MISSISSIPPI_BASIN,H14,Upper Colorado Region,42.27144,-109.4346,Include,Include,Include,>50,PROB,MAN_MADE,Target,Non-Urban,Non-Urban,17.72322705,-1097259.056,612172.8785,Good,High (>=5 ppm),Poor,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Fair,Large,Fair,Fair,Fair,Fair,Least Disturbed,548.36,3.73,6.42,NA,0.008,0.001,NA,NA,NA,0.566,0.003,NA,98.42375,1.2,NA,4.97,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,7.266666667,52.93,60.9,49.5,0.6,0.508867283,0.430858372,0.271706865,0.419568976,92077.9,0.107474459,0.053803019,0.000131579,H;ND,A,NA,6/3/2022
2010824,NLA_WY-10111,NLA17_WY-10031,1,2017,WY,WMT,WMTNS,Region_08,H14_15,Upper Colorado-Lower Colorado Region,NOT_MISSISSIPPI_BASIN,H14,Upper Colorado Region,43.06903,-109.5855,Include,Include,Include,"(4,10]",PROB,NATURAL,Target,Non-Urban,Non-Urban,63.26509624,-1096800.117,702157.5998,Good,High (>=5 ppm),Good,Good,Good,Oligotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Poor,Fair,Fair,Good,Moderately Disturbed,104.96,0.56,1.616,NA,0.008,0.001,NA,NA,NA,0.125,0.003,NA,7.67,1.2,NA,0.76,0.39,NA,0.086,0.05,L,NA,0.1,ND,NA,0.03,ND,7.7,68.42,49,0,0,0.331038319,0.511489866,0,0.626123853,11649,0.294101956,0.147486,0.000870044,H;ND,A,NA,6/3/2022
2010825,NLA_TN-10056,NLA17_TN-10023,1,2017,TN,SAP,EHIGH,Region_04,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,H05,Ohio Region,36.57854,-87.65727,Include,Include,Include,"(20,50]",PROB,MAN_MADE,Target,Non-Urban,Non-Urban,51.04175621,738695.4128,-70804.45781,Good,High (>=5 ppm),Poor,Poor,Poor,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Poor,Large,Fair,Good,Poor,Fair,Moderately Disturbed,736.93,5.11,3.43,NA,0.008,0.001,NA,NA,NA,0.609,0.003,NA,39.8275,1.2,NA,13.78,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.48,57.38,48.5,22.25,0.59,0.891934319,0.648189653,0.707414449,0.2258924,30044.2,0.268406008,0.134967478,0.001528947,NA,P,2,6/3/2022
2010826,NLA_ND-10207,NLA17_ND-10107,1,2017,ND,NPL,PLNLOW,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,47.63043,-101.173,Not Present,Not Present,Include,"(1,4]",PROB,NATURAL,Target,Non-Urban,Non-Urban,357.2518235,-391269.0912,1141245.772,Good,Low (<=3 ppm),Poor,Poor,Fair,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Poor,Poor,Large,Poor,Poor,Poor,Good,Moderately Disturbed,14154.59,62.1,2342.532,NA,0.008,0.001,NA,NA,NA,7.05,0.003,NA,1962.584,1.2,NA,13.6,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,1.5,23.3,24.3,3.3,0.5,0.094257047,0.064136224,0.142857143,0.061173304,105238,0.228062174,0.114556262,0.001050351,NA,P,8.5,6/3/2022
2010827,NLA_MN-10172,NLA17_MN-10180,1,2017,MN,UMW,PLNLOW,Region_05,H07,Upper Mississippi Region,MISSISSIPPI_BASIN,H07,Upper Mississippi Region,46.14895,-95.52203,Include,Include,Include,"(20,50]",PROB,NATURAL,Target,Non-Urban,Non-Urban,51.59443204,36994.61175,966696.012,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,Fair,Good,Not Large,Poor,Fair,Fair,Fair,Least Disturbed,3705.6,14.55,0.579,NA,0.008,0.001,NA,NA,NA,2.505,0.003,NA,203.05375,1.2,NA,115.2,0.39,NA,NA,0.05,ND,0.102,0.1,L,NA,0.03,ND,7.9025,64.12,38,0,NA,0.549331667,0.569519779,0.494559585,0.615563026,805520,0.120552197,0.061907458,0.003262719,H,P,4.1,6/3/2022
2010828,NLA_MT-10219,NLA17_MT-10076,1,2017,MT,NPL,PLNLOW,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,48.32604,-112.8555,Include,Include,Include,"(10,20]",PROB,NATURAL,Target,Non-Urban,Non-Urban,53.32446296,-1255313.521,1318924.333,Good,High (>=5 ppm),Good,Fair,Good,Mesotrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Fair,Good,Large,Poor,Poor,Poor,Poor,Least Disturbed,6493.7,13.16,26.29,NA,0.008,0.001,NA,NA,NA,0.908,0.003,NA,16.90625,1.2,NA,3.87,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.06,0.03,NA,9.14,64.13,29.6,1.04,0.3,0.187180896,0.158982688,0.916666667,0.174742251,319581,0.123987796,0.062630521,0.001273246,H;ND,A,NA,6/3/2022
2010829,NLA_IN-10174,NLA17_IN-10076,1,2017,IN,TPL,PLNLOW,Region_05,H05_06,Ohio-Tennessee Region,MISSISSIPPI_BASIN,H05,Ohio Region,39.23423,-85.73445,Include,Include,Include,"(1,4]",PROB,MAN_MADE,Target,Urban,Urban,168.8369572,876261.2157,241749.5627,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Fair,Poor,Good,Fair,Moderately Disturbed,2269.85,7.8,2.864,NA,0.008,0.001,NA,NA,NA,2.595,0.003,NA,310.3075,1.2,NA,145.33,0.39,NA,NA,0.05,ND,NA,0.1,ND,1.73,0.03,NA,5.542,42.03,46.1,1.92,0.23,0.174861916,0.552942151,0.464890991,0.816923889,524910,0.2795272,0.141000881,0.002474561,H,P,2,6/3/2022
2010830,NLA_MN-10087,NLA17_MN-10017,1,2017,MN,TPL,PLNLOW,Region_05,H09,Souris-Red-Rainy Region,NOT_MISSISSIPPI_BASIN,H09,Souris-Red-Rainy Region,46.12736,-96.13317,Include,Include,Include,"(10,20]",PROB,NATURAL,Target,Non-Urban,Non-Urban,94.98856965,-10310.68059,964214.7934,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,At or Below Benchmark,Detected,Good,Good,Not Large,Good,Good,Good,Fair,Moderately Disturbed,3923.82,18.78,248.092,NA,0.008,0.001,NA,NA,NA,2.73,0.003,NA,93.97625,1.2,NA,51.2,0.39,NA,NA,0.05,ND,0.897,0.1,NA,0.05,0.03,NA,9.042,49.93,40.6,0,NA,1.109620086,0.742458099,0.215384615,0.698972173,2809770,0.224279674,0.113162205,0.002044737,H,P,1,6/3/2022
2010831,NLA_OR-10032,NLA17_OR-10006,1,2017,OR,WMT,WMTNS,Region_10,H17,Pacific Northwest Region,NOT_MISSISSIPPI_BASIN,H17,Pacific Northwest Region,44.68127,-118.0521,Include,Include,Include,>50,PROB,MAN_MADE,Target,Non-Urban,Non-Urban,24.31213482,-1729070.484,1004970.983,Good,High (>=5 ppm),Poor,Poor,Poor,Hypereutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Poor,Large,Poor,Good,Poor,Fair,Moderately Disturbed,715.77,3.41,5.414,NA,0.008,0.001,NA,NA,NA,0.528,0.003,NA,50.1625,1.2,NA,33.44,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,9.6,49.37,62.9,128.7888889,4.9,1.222815778,0.289865436,0.681422925,0.092373142,242873,0.386498972,0.193711547,0.000924123,H;ND,A,NA,6/3/2022
2010832,NLA_OR-10184,NLA17_OR-10088,1,2017,OR,WMT,WMTNS,Region_10,H17,Pacific Northwest Region,NOT_MISSISSIPPI_BASIN,H17,Pacific Northwest Region,44.85988,-117.8134,Include,Include,Include,"(1,4]",PROB,NATURAL,Target,Urban,Urban,113.5902224,-1706161.58,1020015.368,Good,High (>=5 ppm),Fair,Poor,Poor,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Good,Not Large,Fair,Fair,Fair,Poor,Not Assessed,3423.28,5.47,101.696,NA,0.008,0.001,NA,NA,NA,0.554,0.003,NA,30.12,1.2,NA,4.1,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.366666667,64.37,51.2,0,NA,0.461899976,0.649423694,0.931506849,0.734161628,25700,NA,NA,NA,H;ND,A,NA,6/3/2022
2010833,NLA_SC-10052,NLA17_SC-HP002,1,2017,SC,SAP,EHIGH,Region_04,H03,South Atlantic Gulf Region,NOT_MISSISSIPPI_BASIN,H03N,South Atlantic-North Region,34.976183,-82.939386,Include,Include,Include,>50,HAND,MAN_MADE,Target,Non-Urban,Non-Urban,0,1178856.868,-201516.0692,Good,High (>=5 ppm),Good,Good,Good,Mesotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Not Assessed,Good,Large,Good,Good,Good,Fair,Least Disturbed,126.37,1.03,1.095,NA,0.008,0.001,NA,NA,NA,0.066,0.003,NA,6.89125,1.2,NA,2.53,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.04,0.03,L,7.573333333,90.95,NA,10.05,2.01,1.202898756,1.030960342,0.209273248,0.844819085,13870,0.133305917,0.067122805,0.000939693,NA,P,1,6/3/2022
2010834,NLA_WY-10108,NLA17_WY-10019,1,2017,WY,WMT,WMTNS,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,43.77403,-109.8408,Include,Include,Include,"(1,4]",PROB,NATURAL,Target,Non-Urban,Non-Urban,236.2915837,-1105844.977,782999.7723,Good,High (>=5 ppm),Poor,Good,Poor,Eutrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Good,Fair,Not Large,Good,Good,Good,Fair,Moderately Disturbed,756.31,1.17,1.006,NA,0.008,0.001,NA,NA,NA,0.101,0.003,NA,102.7375,1.2,NA,9.04,0.39,NA,NA,0.05,ND,NA,0.1,ND,0.03,0.03,L,10.25,59.67,57.1,0,0,0.658048783,1.462455308,0.342857143,1.95224177,7738,0.72312055,0.362212841,0.001305132,H;ND,A,NA,6/3/2022
2010835,NLA_OR-10142,NLA17_OR-10029,1,2017,OR,WMT,WMTNS,Region_10,H17,Pacific Northwest Region,NOT_MISSISSIPPI_BASIN,H17,Pacific Northwest Region,45.12879,-117.3406,Include,Include,Include,"(10,20]",PROB,NATURAL,Target,Non-Urban,Non-Urban,6.254092574,-1663148.321,1040790.262,Good,High (>=5 ppm),Good,Good,Good,Oligotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,Fair,Good,Large,Fair,Good,Fair,Good,Not Assessed,75.47,0.43,0.56,NA,0.008,0.001,NA,NA,NA,0.02,0.003,NA,2.2025,1.2,L,0.29,0.39,NA,NA,0.05,ND,NA,0.1,ND,NA,0.03,ND,8.4,64.12,45,3.35,1.36,1.472783734,0.787768342,0.095454545,0.558981372,6104.3,NA,NA,NA,H;ND,A,NA,6/3/2022
2010836,NLA_ND-10228,NLA17_ND-10128,1,2017,ND,NPL,PLNLOW,Region_08,H10,Missouri Region,MISSISSIPPI_BASIN,H10U,Upper Missouri Region,47.73102,-100.8129,Not Present,Not Present,Include,"(1,4]",PROB,NATURAL,Target,Non-Urban,Non-Urban,357.2518235,-363494.2584,1150905.948,Good,High (>=5 ppm),Good,Poor,Good,Oligotrophic,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Not Detected,At or Below Benchmark,Detected,Good,Poor,Not Large,Good,Good,Fair,Fair,Least Disturbed,6054.546,NA,1140,NA,NA,NA,NA,NA,NA,2.46,NA,NA,30,NA,NA,1.6,NA,NA,NA,0.05,ND,NA,0.1,ND,0.03,0.03,L,6.88,26.43,49.3,0,0,2.225972818,0.905531182,0.441269841,0.418597288,70781,0.166025048,0.083727502,0.001429956,NA,NA,67.7,6/3/2022
